name,Regression_Owner
manageability.ui.pe.vm.rf1.test_rf1_workflow.RF1WorkflowTest.test_container_and_vm_creation,Suryaprabha
manageability.ui.pe.home_page.test_storage_summary_widget.StorageSummaryWidgetTest.test_storage_summary_widget___svm_down_node_aware_rf2,Suryaprabha
manageability.ui.pe.home_page.test_storage_summary_widget.StorageSummaryWidgetTest.test_storage_summary_widget___svm_down_block_aware_rf2,Suryaprabha
manageability.ui.pe.home_page.test_storage_summary_widget.StorageSummaryWidgetTest.test_storage_summary_widget___node_to_rack_awareness_rf2,Suryaprabha
manageability.ui.pe.home_page.test_storage_summary_widget.StorageSummaryWidgetTest.test_storage_summary_widget___node_to_block_awareness_rf2,Suryaprabha
manageability.ui.pe.home_page.test_storage_summary_widget.StorageSummaryWidgetTest.test_storage_summary_widget___host_down_rack_aware_rf2,Suryaprabha
manageability.ui.pc.volume_groups.project_isolation.test_vg_project_isolation_ui.TestVGProjectIsolationUI.test_vg_project_isolation_ui,Suryaprabha
cdp.stargate.volume_group.project_isolation.test_vg_project_isolation.TestVGProjectIsolation.test_vg_project_isolation,Suryaprabha
cdp.stargate.volume_group.grbac.test_volume_group_attachment_rbac.TestVolumeGroupAttachmentRBAC~~~Projects.test_volume_group_external_attachment_update,Suryaprabha
cdp.stargate.volume_group.grbac.test_volume_group_attachment_rbac.TestVolumeGroupAttachmentRBAC~~~Projects.test_volume_group_external_attachment_get,Suryaprabha
cdp.stargate.volume_group.grbac.test_volume_group_attachment_rbac.TestVolumeGroupAttachmentRBAC~~~Projects.test_volume_group_attachment_list,Suryaprabha
cdp.stargate.volume_group.grbac.test_volume_group_attachment_rbac.TestVolumeGroupAttachmentRBAC~~~Projects.test_volume_group_attachment_delete,Suryaprabha
cdp.stargate.volume_group.grbac.test_volume_group_attachment_rbac.TestVolumeGroupAttachmentRBAC~~~Projects.test_volume_group_attachment_create,Suryaprabha
cdp.stargate.volume_group.grbac.test_volume_group_rbac.TestVolumeGroupRBAC~~~Projects.test_volume_group_update,Suryaprabha
cdp.stargate.volume_group.grbac.test_volume_group_rbac.TestVolumeGroupRBAC~~~Projects.test_volume_group_list,Suryaprabha
cdp.stargate.volume_group.grbac.test_volume_group_rbac.TestVolumeGroupRBAC~~~Projects.test_volume_group_get,Suryaprabha
cdp.stargate.volume_group.grbac.test_volume_group_rbac.TestVolumeGroupRBAC~~~Projects.test_volume_group_delete,Suryaprabha
cdp.stargate.volume_group.grbac.test_volume_group_rbac.TestVolumeGroupRBAC~~~Projects.test_volume_group_create,Suryaprabha
cdp.stargate.volume_group.grbac.test_volume_group_disk_rbac.TestVolumeGroupDiskRBAC~~~Projects.test_volume_group_disk_update,Suryaprabha
cdp.stargate.volume_group.grbac.test_volume_group_disk_rbac.TestVolumeGroupDiskRBAC~~~Projects.test_volume_group_disk_list,Suryaprabha
cdp.stargate.volume_group.grbac.test_volume_group_disk_rbac.TestVolumeGroupDiskRBAC~~~Projects.test_volume_group_disk_get,Suryaprabha
cdp.stargate.volume_group.grbac.test_volume_group_disk_rbac.TestVolumeGroupDiskRBAC~~~Projects.test_volume_group_disk_delete,Suryaprabha
cdp.stargate.volume_group.grbac.test_volume_group_disk_rbac.TestVolumeGroupDiskRBAC~~~Projects.test_volume_group_disk_create,Suryaprabha
cdp.stargate.volume_group.grbac.test_volume_group_category_rbac.TestVolumeGroupCategoryRBAC~~~Projects.test_volume_group_get_vg_category_association,Suryaprabha
cdp.stargate.volume_group.grbac.test_volume_group_category_rbac.TestVolumeGroupCategoryRBAC~~~Projects.test_volume_group_category_disassociate,Suryaprabha
cdp.stargate.volume_group.grbac.test_volume_group_category_rbac.TestVolumeGroupCategoryRBAC~~~Projects.test_volume_group_category_associate,Suryaprabha
cdp.stargate.volume_groups.nvmf_pr.test_vg_nvmf_pr.VGNVMFPRTest.test_verify_scale_pr___svm_reboot,Suryaprabha
cdp.stargate.volume_groups.nvmf_pr.test_vg_nvmf_pr.VGNVMFPRTest.test_verify_scale_pr___vm_reboot,Suryaprabha
cdp.stargate.volume_groups.nvmf_pr.test_vg_nvmf_pr.VGNVMFPRTest.test_verify_scale_pr___kill_cassandra_stargate,Suryaprabha
cdp.stargate.volume_groups.nvmf_pr.test_vg_nvmf_pr.VGNVMFPRTest.test_verify_invalid_pr_commands,Suryaprabha
manageability.ui.pc.qos.test_qos.QOSTest.test_set_invalid_throughput_for_single_vm,Suryaprabha
manageability.api.enhanced_pc_rbac.containers.test_rbac_containers.TestRbacContainers.test_rbac_containers,Suryaprabha
cdp.stargate.volume_group.test_vg_v4_api.TestVGV4Api~~~V40a3.test_volume_error_injection___vg_create_castor_crash_retry_after_up,Suryaprabha
cdp.stargate.volume_group.test_vg_v4_api.TestVGV4Api.test_vg_disk_pagination,Suryaprabha
cdp.stargate.volume_group.test_vg_v4_api.TestVGV4Api.test_vg_disk_crud___stress_multi_vg,Suryaprabha
manageability.ui.pe.home_page.test_storage_summary_widget.StorageSummaryWidgetTest.test_storage_summary_widget___rack_aware_ftc_enforced,Suryaprabha
manageability.ui.pe.home_page.test_storage_summary_widget.StorageSummaryWidgetTest.test_storage_summary_widget___svm_down_rack_aware_rf3,Suryaprabha
manageability.ui.pe.home_page.test_storage_summary_widget.StorageSummaryWidgetTest.test_storage_summary_widget___svm_down_node_aware_rf3,Suryaprabha
manageability.ui.pe.home_page.test_storage_summary_widget.StorageSummaryWidgetTest.test_storage_summary_widget___svm_down_block_aware_rf3,Suryaprabha
manageability.ui.pe.home_page.test_storage_summary_widget.StorageSummaryWidgetTest.test_storage_summary_widget___rack_to_node_awareness_rf3,Suryaprabha
manageability.ui.pe.home_page.test_storage_summary_widget.StorageSummaryWidgetTest.test_storage_summary_widget___node_to_rack_awareness_rf3,Suryaprabha
manageability.ui.pe.home_page.test_storage_summary_widget.StorageSummaryWidgetTest.test_storage_summary_widget___node_to_block_awareness_rf3,Suryaprabha
manageability.ui.pe.home_page.test_storage_summary_widget.StorageSummaryWidgetTest.test_storage_summary_widget___host_down_rack_aware_rf3,Suryaprabha
manageability.ui.pe.home_page.test_storage_summary_widget.StorageSummaryWidgetTest.test_storage_summary_widget___host_down_node_aware_rf3,Suryaprabha
manageability.ui.pe.home_page.test_storage_summary_widget.StorageSummaryWidgetTest.test_storage_summary_widget___disk_remove_rack_aware_rf3,Suryaprabha
manageability.ui.pe.home_page.test_storage_summary_widget.StorageSummaryWidgetTest.test_storage_summary_widget___disk_remove_node_aware_rf3,Suryaprabha
manageability.ui.pe.home_page.test_storage_summary_widget.StorageSummaryWidgetTest.test_storage_summary_widget___disk_remove_block_aware_rf3,Suryaprabha
manageability.ui.pe.home_page.test_storage_summary_widget.StorageSummaryWidgetTest.test_storage_summary_widget___block_to_node_awareness_rf3,Suryaprabha
manageability.ui.pe.home_page.test_data_resiliency_widget.DataResiliencyTest.test_data_resiliency_widget___rack_to_node_awareness_rf3,Suryaprabha
manageability.ui.pe.home_page.test_data_resiliency_widget.DataResiliencyTest.test_data_resiliency_widget___node_to_rack_awareness_rf3,Suryaprabha
manageability.ui.pe.home_page.test_data_resiliency_widget.DataResiliencyTest.test_data_resiliency_widget___node_to_block_awareness_rf3,Suryaprabha
manageability.ui.pe.home_page.test_data_resiliency_widget.DataResiliencyTest.test_data_resiliency_widget___disk_offline_node_aware_rf3,Suryaprabha
manageability.ui.pe.home_page.test_data_resiliency_widget.DataResiliencyTest.test_data_resiliency_widget___increase_cluster_rf_rack_aware,Suryaprabha
manageability.ui.pe.home_page.test_data_resiliency_widget.DataResiliencyTest.test_data_resiliency_widget___increase_cluster_rf_node_aware,Suryaprabha
manageability.ui.pe.home_page.test_data_resiliency_widget.DataResiliencyTest.test_data_resiliency_widget___increase_cluster_rf_block_aware,Suryaprabha
manageability.ui.pe.home_page.test_data_resiliency_widget.DataResiliencyTest.test_data_resiliency_widget___disk_offline_rack_aware_rf3,Suryaprabha
manageability.ui.pe.home_page.test_data_resiliency_widget.DataResiliencyTest.test_data_resiliency_widget___disk_offline_block_aware_rf3,Suryaprabha
manageability.ui.pe.home_page.test_data_resiliency_widget.DataResiliencyTest.test_data_resiliency_widget___low_rebuild_capacity_rack_aware_rf3,Suryaprabha
manageability.ui.pe.home_page.test_data_resiliency_widget.DataResiliencyTest.test_data_resiliency_widget___low_rebuild_capacity_node_aware_rf3,Suryaprabha
manageability.ui.pe.home_page.test_data_resiliency_widget.DataResiliencyTest.test_data_resiliency_widget___low_rebuild_capacity_block_aware_rf3,Suryaprabha
manageability.ui.pe.home_page.test_data_resiliency_widget.DataResiliencyTest.test_data_resiliency_widget___reduce_static_config_block_aware_rf3,Suryaprabha
manageability.ui.pe.home_page.test_data_resiliency_widget.DataResiliencyTest.test_data_resiliency_widget___node_down_rack_aware_rf3,Suryaprabha
manageability.ui.pe.home_page.test_data_resiliency_widget.DataResiliencyTest.test_data_resiliency_widget___node_down_node_aware_rf3,Suryaprabha
manageability.ui.pe.home_page.test_data_resiliency_widget.DataResiliencyTest.test_data_resiliency_widget___node_down_block_aware_rf3,Suryaprabha
manageability.ui.pe.home_page.test_data_resiliency_widget.DataResiliencyTest.test_data_resiliency_widget___low_rebuild_capacity_rack_aware_rf2,Suryaprabha
manageability.ui.pe.home_page.test_data_resiliency_widget.DataResiliencyTest.test_data_resiliency_widget___low_rebuild_capacity_node_aware_rf2,Suryaprabha
manageability.ui.pe.home_page.test_data_resiliency_widget.DataResiliencyTest.test_data_resiliency_widget___low_rebuild_capacity_block_aware_rf2,Suryaprabha
manageability.ui.pe.home_page.test_data_resiliency_widget.DataResiliencyTest.test_data_resiliency_widget___disk_offline_rack_aware_rf2,Suryaprabha
manageability.ui.pe.home_page.test_data_resiliency_widget.DataResiliencyTest.test_data_resiliency_widget___disk_offline_node_aware_rf2,Suryaprabha
manageability.ui.pe.home_page.test_data_resiliency_widget.DataResiliencyTest.test_data_resiliency_widget___disk_offline_block_aware_rf2,Suryaprabha
manageability.ui.pe.rack_awareness.test_rack_awareness.RackAwarenessTest.test_viewer_user_has_only_read_permissions,Suryaprabha
manageability.ui.pe.rack_awareness.test_rack_awareness.RackAwarenessTest.test_verify_search_blocks_or_nodes_based_on_input,Suryaprabha
manageability.ui.pe.rack_awareness.test_rack_awareness.RackAwarenessTest.test_verify_display_warning_message_for_non_pro_license,Suryaprabha
manageability.ui.pe.rack_awareness.test_rack_awareness.RackAwarenessTest.test_verify_configure_rack_aware_with_rest___zh_CN,Suryaprabha
manageability.ui.pe.rack_awareness.test_rack_awareness.RackAwarenessTest.test_verify_configure_rack_aware_with_rest___rf3,Suryaprabha
manageability.ui.pe.rack_awareness.test_rack_awareness.RackAwarenessTest.test_verify_configure_rack_aware_with_rest___ja_JP,Suryaprabha
manageability.ui.pe.rack_awareness.test_rack_awareness.RackAwarenessTest.test_verify_configure_rack_aware_with_rest,Suryaprabha
manageability.ui.pe.rack_awareness.test_expand_cluster.ExpandClusterTest.test_verify_new_block_with_rack_mapping,Suryaprabha
manageability.ui.pe.rack_awareness.test_rack_awareness.RackAwarenessTest.test_verify_search_blocks_or_nodes_based_on_input___advanced_search,Suryaprabha
manageability.ui.pe.rack_awareness.test_rack_awareness.RackAwarenessTest.test_verify_configure_rack_aware_with_rest___rf3_ft1,Suryaprabha
manageability.ui.pe.rack_awareness.test_rack_awareness.RackAwarenessTest.test_verify_update_rack_name_with_rest___zh_CN,Suryaprabha
manageability.ui.pe.rack_awareness.test_rack_awareness.RackAwarenessTest.test_verify_update_rack_name_with_rest___ja_JP,Suryaprabha
manageability.ui.pe.rack_awareness.test_rack_awareness.RackAwarenessTest.test_verify_update_rack_name_with_rest,Suryaprabha
manageability.ui.pe.rack_awareness.test_rack_awareness.RackAwarenessTest.test_verify_update_rack_name_fails_when_ft_rack,Suryaprabha
manageability.ui.pe.rack_awareness.test_rack_awareness.RackAwarenessTest.test_verify_swap_blocks_within_racks,Suryaprabha
manageability.ui.pe.rack_awareness.test_rack_awareness.RackAwarenessTest.test_verify_search_blocks_or_nodes_with_invalid_inputs,Suryaprabha
manageability.ui.pe.rack_awareness.test_rack_awareness.RackAwarenessTest.test_verify_remove_add_rack_with_same_name,Suryaprabha
manageability.ui.pe.rack_awareness.test_rack_awareness.RackAwarenessTest.test_verify_rack_config_optional_message,Suryaprabha
manageability.ui.pe.rack_awareness.test_rack_awareness.RackAwarenessTest.test_verify_empty_rack_name_display_message,Suryaprabha
manageability.ui.pe.rack_awareness.test_rack_awareness.RackAwarenessTest.test_verify_duplicate_rack_names,Suryaprabha
manageability.ui.pe.rack_awareness.test_rack_awareness.RackAwarenessTest.test_verify_click_on_block_serials_opens_info_popup,Suryaprabha
manageability.ui.pe.rack_awareness.test_rack_awareness.RackAwarenessTest.test_verify_cancel_updated_rack_config,Suryaprabha
manageability.ui.pe.rack_awareness.test_rack_awareness.RackAwarenessTest.test_verify_block_ft_display_proper_message_with_given_config_rf_3,Suryaprabha
manageability.ui.pe.rack_awareness.test_rack_awareness.RackAwarenessTest.test_verify_block_ft_accepts_given_config_with_rf_two,Suryaprabha
dr.ahv_sync_rep.vg_sync_rep.castor_smoke.test_volume_group_rest_v3.VolumeGroupRestV3Test.test_vg_update,Suryaprabha
dr.ahv_sync_rep.vg_sync_rep.castor_smoke.test_volume_group_rest_v3.VolumeGroupRestV3Test.test_vg_clone,Suryaprabha
dr.ahv_sync_rep.vg_sync_rep.castor_smoke.test_volume_group_rest_v3.VolumeGroupRestV3Test.test_disk_update,Suryaprabha
dr.ahv_sync_rep.vg_sync_rep.castor_smoke.test_volume_group_rest_v3.VolumeGroupRestV3Test.test_disk_add,Suryaprabha
dr.ahv_sync_rep.vg_sync_rep.castor_smoke.test_volume_group_rest_v3.VolumeGroupRestV3Test.test_create_vg,Suryaprabha
dr.ahv_sync_rep.vg_sync_rep.castor_smoke.test_volume_group_rest_v3.VolumeGroupRestV3Test.test_clone_from_disk,Suryaprabha
dr.ahv_sync_rep.vg_sync_rep.castor_smoke.test_volume_group_rest_v3.VolumeGroupRestV3Test.test_attach_external,Suryaprabha
dr.ahv_sync_rep.vg_sync_rep.castor_smoke.test_volume_group_rest_v3.VolumeGroupRestV3Test.test_advanced_control,Suryaprabha
dr.ahv_sync_rep.vg_sync_rep.castor_smoke.test_volume_group_acli.VolumeGroupAcliTest.test_update_vg,Suryaprabha
dr.ahv_sync_rep.vg_sync_rep.castor_smoke.test_volume_group_acli.VolumeGroupAcliTest.test_direct_attach_vg_to_vm,Suryaprabha
dr.ahv_sync_rep.vg_sync_rep.castor_smoke.test_volume_group_acli.VolumeGroupAcliTest.test_create_vg,Suryaprabha
dr.ahv_sync_rep.vg_sync_rep.castor_smoke.test_volume_group_acli.VolumeGroupAcliTest.test_attach_external,Suryaprabha
cdp.stargate.volume_group_load_balancing.test_vg_load_balancing.VGLoadBalancingTests~~~RF1_Support.test_vg_lb___failover_failback,Suryaprabha
cdp.stargate.volume_group_load_balancing.test_vg_load_balancing.VGLoadBalancingTests.test_vg_lb___snapshot_with_ei_with_lb_on_some_vgs,Suryaprabha
cdp.stargate.volume_group_load_balancing.test_vg_load_balancing.VGLoadBalancingTests.test_vg_lb___snapshot_with_ei,Suryaprabha
cdp.stargate.volume_group_load_balancing.test_vg_load_balancing.VGLoadBalancingTests.test_vg_lb___limits,Suryaprabha
manageability.ui.pe.home_page.test_data_resiliency_widget.DataResiliencyTest.test_data_resiliency_widget___reduce_static_config_rack_aware_rf3,Suryaprabha
manageability.ui.pe.home_page.test_storage_summary_widget.StorageSummaryWidgetTest.test_storage_summary_widget___host_down_block_aware_rf3,Suryaprabha
manageability.ui.pe.home_page.test_storage_summary_widget.StorageSummaryWidgetTest.test_storage_summary_widget___node_aware_ftc_enforced,Suryaprabha
manageability.ui.pe.home_page.test_storage_summary_widget.StorageSummaryWidgetTest.test_storage_summary_widget___block_aware_ftc_enforced,Suryaprabha
manageability.ui.pe.home_page.test_storage_summary_widget.StorageSummaryWidgetTest.test_storage_summary_widget___increase_cluster_rf_rack_aware,Suryaprabha
manageability.ui.pe.home_page.test_storage_summary_widget.StorageSummaryWidgetTest.test_storage_summary_widget___increase_cluster_rf_block_aware,Suryaprabha
manageability.ui.pe.home_page.test_storage_summary_widget.StorageSummaryWidgetTest.test_storage_summary_widget___host_down_node_aware_rf2,Suryaprabha
manageability.ui.pe.home_page.test_storage_summary_widget.StorageSummaryWidgetTest.test_storage_summary_widget___disk_remove_rack_aware_rf2,Suryaprabha
manageability.ui.pe.home_page.test_storage_summary_widget.StorageSummaryWidgetTest.test_storage_summary_widget___disk_remove_node_aware_rf2,Suryaprabha
manageability.ui.pe.home_page.test_storage_summary_widget.StorageSummaryWidgetTest.test_storage_summary_widget___disk_remove_block_aware_rf2,Suryaprabha
manageability.ui.pe.home_page.test_storage_summary_widget.StorageSummaryWidgetTest.test_storage_summary_widget___decrease_container_rf_rack_aware,Suryaprabha
manageability.ui.pe.home_page.test_storage_summary_widget.StorageSummaryWidgetTest.test_storage_summary_widget___decrease_container_rf_node_aware,Suryaprabha
manageability.ui.pe.home_page.test_storage_summary_widget.StorageSummaryWidgetTest.test_storage_summary_widget___decrease_container_rf_block_aware,Suryaprabha
manageability.ui.pe.home_page.test_storage_summary_widget.StorageSummaryWidgetTest.test_storage_summary_widget___block_to_node_awareness_rf2,Suryaprabha
manageability.ui.pe.home_page.test_data_resiliency_widget.DataResiliencyTest.test_data_resiliency_widget___decrease_container_rf_rack_aware,Suryaprabha
manageability.ui.pe.home_page.test_data_resiliency_widget.DataResiliencyTest.test_data_resiliency_widget___decrease_container_rf_node_aware,Suryaprabha
manageability.ui.pe.home_page.test_data_resiliency_widget.DataResiliencyTest.test_data_resiliency_widget___decrease_container_rf_block_aware,Suryaprabha
manageability.ui.pe.home_page.test_data_resiliency_widget.DataResiliencyTest.test_data_resiliency_widget___rack_to_node_awareness_rf2,Suryaprabha
manageability.ui.pe.rack_awareness.test_rack_awareness.RackAwarenessTest.test_verify_adding_all_blocks_to_a_rack,Suryaprabha
manageability.ui.pe.rack_awareness.test_rack_awareness.RackAwarenessTest.test_verify_remove_rack_with_common_pool___rf3,Suryaprabha
manageability.ui.pe.rack_awareness.test_rack_awareness.RackAwarenessTest.test_verify_remove_rack_with_common_pool,Suryaprabha
